Item type,Compiler #,Audit status,Editorial lane,Issue count,Issues,Next action,Chapter or lane,Date,Title,Release or status,Pages,NAID,Local identifier,Source locator,Source-note basis,Published FRUS status,FRUS standard checklist,Source note,Provenance note,Catalog URL,PDF URL
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [2],Online object available,,645608143,,Richard Cheney Collection | Country Files | Country Files | NAID 645608143 | 41-bpr-dhm-cheney-country-31847-002.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [2].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645608143. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31847-002.pdf. Catalog: https://catalog.archives.gov/id/645608143.",https://catalog.archives.gov/id/645608143,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-002.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [2],Online object available,,645607137,,Richard Cheney Collection | Country Files | Country Files | NAID 645607137 | 41-bpr-dhm-cheney-country-31802-008.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [2].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607137. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31802-008.pdf. Catalog: https://catalog.archives.gov/id/645607137.",https://catalog.archives.gov/id/645607137,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-008.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [A],Online object available,,645607805,,Richard Cheney Collection | Country Files | Country Files | NAID 645607805 | 41-bpr-dhm-cheney-country-31832-001.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [A].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607805. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31832-001.pdf. Catalog: https://catalog.archives.gov/id/645607805.",https://catalog.archives.gov/id/645607805,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-001.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,India,1989-01-20,India [B],Online object available,,645607807,,Richard Cheney Collection | Country Files | Country Files | NAID 645607807 | 41-bpr-dhm-cheney-country-31832-002.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [B].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607807. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31832-002.pdf. Catalog: https://catalog.archives.gov/id/645607807.",https://catalog.archives.gov/id/645607807,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-002.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan,Online object available,,645608235,,Richard Cheney Collection | Country Files | Country Files | NAID 645608235 | 41-bpr-dhm-cheney-country-31850-010.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan.","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645608235. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31850-010.pdf. Catalog: https://catalog.archives.gov/id/645608235.",https://catalog.archives.gov/id/645608235,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31850-010.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan [A],Online object available,,645607905,,Richard Cheney Collection | Country Files | Country Files | NAID 645607905 | 41-bpr-dhm-cheney-country-31836-005.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [A].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607905. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31836-005.pdf. Catalog: https://catalog.archives.gov/id/645607905.",https://catalog.archives.gov/id/645607905,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-005.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan [A],Online object available,,645607531,,Richard Cheney Collection | Country Files | Country Files | NAID 645607531 | 41-bpr-dhm-cheney-country-31820-001.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [A].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607531. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31820-001.pdf. Catalog: https://catalog.archives.gov/id/645607531.",https://catalog.archives.gov/id/645607531,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-001.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan [B],Online object available,,645607533,,Richard Cheney Collection | Country Files | Country Files | NAID 645607533 | 41-bpr-dhm-cheney-country-31820-002.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [B].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607533. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31820-002.pdf. Catalog: https://catalog.archives.gov/id/645607533.",https://catalog.archives.gov/id/645607533,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-002.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Pakistan [B],Online object available,,645607907,,Richard Cheney Collection | Country Files | Country Files | NAID 645607907 | 41-bpr-dhm-cheney-country-31836-006.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [B].","Potential document lead from the National Archives Catalog. Richard Cheney Collection, Country Files, Country Files. NAID 645607907. Restricted - Partly. Digital object: 41-bpr-dhm-cheney-country-31836-006.pdf. Catalog: https://catalog.archives.gov/id/645607907.",https://catalog.archives.gov/id/645607907,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-006.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-10-07,Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, October 7, 1992, ""Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1772.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, October 7, 1992, ""Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan"". GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1772.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1772.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-02-28,Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, February 28, 1992, ""Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg351.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, February 28, 1992, ""Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg351.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg351.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Pakistan,1993-01-19,Letter to Congressional Leaders Reporting on Nuclear Nonproliferation,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, January 19, 1993, ""Letter to Congressional Leaders Reporting on Nuclear Nonproliferation"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg2264.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, January 19, 1993, ""Letter to Congressional Leaders Reporting on Nuclear Nonproliferation"". GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg2264.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg2264.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Regional,1992-10-02,Presidential Determination No. 93-1--Memorandum on Refugee Admissions,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, October 2, 1992, ""Presidential Determination No. 93-1--Memorandum on Refugee Admissions"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1740.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, October 2, 1992, ""Presidential Determination No. 93-1--Memorandum on Refugee Admissions"". GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1740.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1740.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Regional,1992-03-19,Statement by Press Secretary Fitzwater on the President's Meeting With Prime Minister Begum Khaleda Zia of Bangladesh,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification/no-marking captured,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, March 19, 1992, ""Statement by Press Secretary Fitzwater on the President's Meeting With Prime Minister Begum Khaleda Zia of Bangladesh"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg473.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, March 19, 1992, ""Statement by Press Secretary Fitzwater on the President's Meeting With Prime Minister Begum Khaleda Zia of Bangladesh"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg473.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg473.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Pakistan,1992-09-30,Presidential Determination No. 92-49--Memorandum on Disaster Assistance for Pakistan,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, September 30, 1992, ""Presidential Determination No. 92-49--Memorandum on Disaster Assistance for Pakistan"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1729.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, September 30, 1992, ""Presidential Determination No. 92-49--Memorandum on Disaster Assistance for Pakistan"". GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1729.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1729.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1989-01-20,"Milam, William - AMB to Bangladesh",Online object available,,286185941,,Records of the White House Office of Presidential Personnel (George H. W. Bush Administration) | Katja Bullock Appointment Files | Katja Bullock Appointment Files | NAID 286185941 | 41-bpr-pers-bullock-appt-07091-008.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, White House Office of Presidential Personnel, Katja Bullock Appointment Files, Milam, William - AMB to Bangladesh.","Potential document lead from the National Archives Catalog. Records of the White House Office of Presidential Personnel (George H. W. Bush Administration), Katja Bullock Appointment Files, Katja Bullock Appointment Files. NAID 286185941. Restricted - Possibly. Digital object: 41-bpr-pers-bullock-appt-07091-008.pdf. Catalog: https://catalog.archives.gov/id/286185941.",https://catalog.archives.gov/id/286185941,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/foia/2000/Batch0001/41-bpr-pers-bullock-appt-07091-008.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-04-10,The President's News Conference,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, April 10, 1992, ""The President's News Conference"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg579.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, April 10, 1992, ""The President's News Conference"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg579.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg579.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-05-27,"Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland",Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 27, 1992, ""Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg820-2.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, May 27, 1992, ""Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg820-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg820-2.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-06-17,The President's News Conference With President Boris Yeltsin of Russia,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 17, 1992, ""The President's News Conference With President Boris Yeltsin of Russia"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg953.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, June 17, 1992, ""The President's News Conference With President Boris Yeltsin of Russia"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg953.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg953.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Regional,1992-05-07,Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 7, 1992, ""Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg725-2.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, May 7, 1992, ""Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg725-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg725-2.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,India,1992-02-24,Nomination of Thomas R. Pickering To Be United States Ambassador to India,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, February 24, 1992, ""Nomination of Thomas R. Pickering To Be United States Ambassador to India"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg302.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, February 24, 1992, ""Nomination of Thomas R. Pickering To Be United States Ambassador to India"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg302.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg302.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Pakistan,1992-07-14,Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 14, 1992, ""Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1118.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, July 14, 1992, ""Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1118.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1118.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Bhutto Departure 6/6/89,Online object available,,323150513,,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Draft Files | Speech Draft Files | NAID 323150513 | 41-bpr-speech-draft-chron-13490-003_323150513.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Draft Files, Bhutto Departure 6/6/89.","Potential document lead from the National Archives Catalog. Records of the White House Office of Speechwriting (George H. W. Bush Administration), Speech Draft Files, Speech Draft Files. NAID 323150513. Restricted - Possibly. Digital object: 41-bpr-speech-draft-chron-13490-003_323150513.pdf. Catalog: https://catalog.archives.gov/id/323150513.",https://catalog.archives.gov/id/323150513,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13490-003_323150513.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Pakistan,1989-01-20,Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264],Online object available,,323152491,,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Backup Chronological Files | Speech Backup Chronological Files | NAID 323152491 | 41-bpr-speech-backup-chron-13671-005_323152491.pdf,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Backup Chronological Files, Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264].","Potential document lead from the National Archives Catalog. Records of the White House Office of Speechwriting (George H. W. Bush Administration), Speech Backup Chronological Files, Speech Backup Chronological Files. NAID 323152491. Restricted - Possibly. Digital object: 41-bpr-speech-backup-chron-13671-005_323152491.pdf. Catalog: https://catalog.archives.gov/id/323152491.",https://catalog.archives.gov/id/323152491,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13671-005_323152491.pdf
Potential lead,,Visible note clean,Page-boundary check,0,,Confirm item-level page boundaries before final numbering.,Regional,1992-11-02,WHPO-P37850,Online object available,,543965098,,Records of the White House Photograph Office | George H. W. Bush Presidential Photographs | NAID 543965098 | 41-AV-P37850-11021992.jpg,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Metadata-derived draft; verify before promotion,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: George H.W. Bush Library, White House Photograph Office, George H. W. Bush Presidential Photographs, WHPO-P37850.","Potential document lead from the National Archives Catalog. Records of the White House Photograph Office, George H. W. Bush Presidential Photographs. NAID 543965098. Unrestricted. Digital object: 41-AV-P37850-11021992.jpg. Catalog: https://catalog.archives.gov/id/543965098.",https://catalog.archives.gov/id/543965098,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whpo/186364/P37850/41-AV-P37850-11021992.jpg
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-06-16,Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters,Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 16, 1992, ""Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg944.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, June 16, 1992, ""Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg944.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg944.pdf
Potential lead,,Visible note clean,Promotion source-note draft,0,,Use as a draft only if the lead is promoted into the confirmed chronology.,Afghanistan,1992-07-21,"Remarks to Religious and Ethnic Groups in Garfield, New Jersey",Public presidential statement,,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,FRUS-style archival chain generated from potential-lead metadata; verify against PDF or title page before promotion.,Published/public source citation,starts with Source:; no URL/NAID/catalog/release ledger in visible note; classification pending unless not visible,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 21, 1992, ""Remarks to Religious and Ethnic Groups in Garfield, New Jersey"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1150.","Potential public-paper reference. Public Papers of the Presidents of the United States: George H. W. Bush, July 21, 1992, ""Remarks to Religious and Ethnic Groups in Garfield, New Jersey"". GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1150.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1150.pdf
